QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.004710,,,0.000000,188x112,15.600000,18.750000,15.000000,0.000000,0.050000,0x24,0.000000,-0.006070,0.001750,0.001210,-0.007550,0.000000,1.854690,,17.400000,0.537000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.005600,,,0.000000,112x112,14.550000,17.900000,16.000000,0.000000,0.130000,0x21,0.000000,-0.014260,0.003270,0.002610,-0.016280,-0.000330,1.955340,,16.400000,0.506000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.005900,,10.000000,15.100000,198x112,13.650000,15.800000,17.000000,0.000000,0.050000,0x14,0.000000,-0.007470,0.002330,0.001130,-0.007550,-0.000380,1.572720,,15.400000,0.475000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.005970,,,0.000000,10x112,12.550000,14.950000,18.000000,0.000000,0.040000,0x18,0.000000,-0.007340,0.002330,0.000700,-0.006380,0.000000,1.403350,,14.400000,0.444000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.005620,,,0.000000,168x107,11.500000,13.750000,19.000000,0.000000,0.130000,0x21,0.020000,-0.017950,0.005070,0.002330,-0.015800,-0.000220,1.524100,0.000000,13.400000,0.413000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.006680,,44.000000,12.200000,343x36,12.050000,12.500000,20.000000,0.000000,0.040000,0x23,0.000000,-0.008160,0.003290,0.001610,-0.006380,0.000000,1.172990,,12.400000,0.382000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,-0.000280,0.007030,,,0.000000,168x33,11.200000,12.100000,20.500000,0.000000,0.130000,0x21,0.000000,-0.020560,0.006560,0.003130,-0.015240,-0.000230,1.331050,,11.900000,0.367000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,-0.000510,0.007110,,0.000000,12.400000,188x56,10.700000,11.650000,21.000000,0.000000,0.130000,0x21,0.000000,-0.022120,0.007100,0.002800,-0.015880,0.000000,1.269960,,11.400000,0.351000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.006590,,,0.000000,168x33,10.100000,11.100000,21.500000,0.000000,0.040000,0x18,0.000000,-0.009730,0.004370,0.001070,-0.005470,-0.000040,1.013050,,10.900000,0.336000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.007140,,4.000000,10.140000,141x27,9.850000,10.650000,22.000000,0.000000,0.040000,0x18,0.000000,-0.009550,0.004780,0.001670,-0.005470,-0.000230,0.962600,,10.400000,0.320000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.007610,,,0.000000,168x76,9.150000,10.200000,22.500000,0.000000,0.030000,0x1,0.000000,-0.008670,0.004530,0.001810,-0.005030,-0.000040,0.879330,,9.900000,0.305000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,-0.000330,0.007020,,10.000000,9.400000,48x27,8.950000,9.650000,23.000000,0.000000,0.050000,0x11,0.000000,-0.012760,0.006560,0.001820,-0.007110,0.000000,0.890010,,9.400000,0.289000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,-0.000480,0.007320,,,0.000000,48x32,8.450000,9.100000,23.500000,0.000000,0.050000,0x11,0.000000,-0.013840,0.007290,0.002230,-0.006700,0.000000,0.840780,,8.900000,0.274000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,-0.000190,0.007320,,,0.000000,48x27,7.950000,8.550000,24.000000,0.000000,0.130000,0x21,0.000000,-0.029310,0.012490,0.004310,-0.014600,-0.000150,0.925480,,8.400000,0.259000
1451941200,2016-01-0416:00,2016-01-04,16.000000,32.370000,2016-01-15,1452891600,11.000000,1.000000,0.000000,0.000000,0.000000,0.008090,,,0.000000,123x37,7.450000,8.100000,24.500000,0.000000,0.050000,0x21,0.000000,-0.015990,0.009120,0.002370,-0.006930,-0.000400,0.744910,,7.900000,0.243000
